Participant	Version	ID	Word	Identification	RT	Novelty	Figure	Reg_num	Pattern	Sentence	StimLen	WordLen	Freq	Score	C_S1	C_S2
P055	A	075	ablation	N	1.628	Source	Metonymy	5.481481481481482	P26	Elle a dû subir une ablation du rein en décembre dernier.	57	8	15.0	4.649746	abstract	nan
P055	A	076	perquisition	N	1.778	Source	Metonymy	5.481481481481482	P26	Les dernières perquisitions ont lieu au domicile du suspect.	60	12	14.0	4.649746	abstract	nan
P055	A	077	broyage	N	1.665	Source	Metonymy	5.481481481481482	P26	Cette huile grecque est issue d'un broyage traditionnel des olives.	67	7	16.0	4.649746	abstract	nan
P055	A	078	serviabilité	N	1.814	Source	Metonymy	4.333333333333333	P24	Tout le personnel est d'une serviabilité exceptionnelle.	56	12	19.0	5.423077	abstract	nan
P055	A	079	clémence	N	2.279	Source	Metonymy	4.333333333333333	P24	Avant les délibérations, l'accusé a imploré la clémence des jurés.	66	8	15.0	5.423077	abstract	nan
P055	A	080	sexisme	N	2.01	Source	Metonymy	4.333333333333333	P24	La plupart des femmes déclarent avoir fait l'objet de sexisme au travail.	73	7	16.0	5.423077	abstract	nan
P055	A	081	arrogance	N	2.262	Source	Metonymy	4.333333333333333	P24	Ces dirigeants ont longtemps fait preuve d'une arrogance inouïe.	64	9	14.0	5.423077	abstract	nan
P055	A	082	levure	N	4.111	Source	Metonymy	4.62962962962963	P25	Pour la pâte, il faut de la levure, de la farine, de l'eau et un peu de rhum.	77	6	15.0	4.214286	concrete	nan
P055	A	083	lait	N	3.028	Source	Metonymy	4.62962962962963	P25	Les vaches produisent moins de lait depuis quelques semaines.	61	4	11.0	4.214286	concrete	nan
P055	A	084	beurre	N	1.604	Source	Metonymy	4.62962962962963	P25	Il a oublié d'acheter du beurre et du jus de fruit au supermarché.	66	6	12.0	4.214286	concrete	nan
P055	A	90004	chaton	NA	NA	Distractor	Metaphor	nan	nan	Il a écrit des chatons mélancoliques adressés à sa compagne.	60	6	nan	nan	concrete	abstract
P055	A	90005	ciseau	NA	NA	Distractor	Metaphor	nan	nan	En repensant au plan de sa dissertation, un ciseau lui est soudain venu.	72	6	nan	nan	concrete	abstract
P055	A	90006	gouttière	NA	NA	Distractor	Metaphor	nan	nan	Il s'est malencontreusement coupé la gouttière en se rasant ce matin.	69	9	nan	nan	concrete	concrete
P055	A	90007	chauffage	NA	NA	Distractor	Metaphor	nan	nan	Sa soeur lui a offert un chauffage en laine rouge pour Noël.	60	9	nan	nan	concrete	concrete
P055	A	90008	frontière	NA	NA	Distractor	Metaphor	nan	nan	Le musicien a composé une frontière pour cordes très peu rythmée.	65	9	nan	nan	concrete	abstract
P055	A	90009	plume	NA	NA	Distractor	Metaphor	nan	nan	Il chuchote des petites plumes à l'oreille de sa grand-mère.	60	5	nan	nan	concrete	abstract
P055	A	90010	bibelot	Y	2.66	Distractor	Metaphor	nan	nan	Elles se sont raconté deux ou trois bibelots avant de rentrer chez elles.	73	7	nan	nan	concrete	abstract
P055	A	90011	bazooka	Y	1.318	Distractor	Metaphor	nan	nan	Après avoir bu quatre bazookas, il était complètement ivre.	59	7	nan	nan	concrete	concrete
P055	A	90012	accélération	Y	3.236	Distractor	Metonymy	nan	nan	J'ai fabriqué une accélération pour améliorer l'écoulement de l'eau.	68	12	nan	nan	abstract	concrete
P055	A	90013	température	Y	1.948	Distractor	Metonymy	nan	nan	Le médecin a posé une température sur le muscle pour qu'il se détende.	70	11	nan	nan	abstract	concrete
P055	A	90014	adhérence	Y	4.781	Distractor	Metonymy	nan	nan	On a utilisé des adhérences en plastique pour accrocher nos affiches.	69	9	nan	nan	abstract	concrete
P055	A	90015	cérémonie	N	1.336	Distractor	Metonymy	nan	nan	Il a fait son discours devant une cérémonie très âgée.	54	9	nan	nan	abstract	concrete
P055	A	90016	contradiction	N	2.86	Distractor	Metonymy	nan	nan	Hier, la contradiction s'est réunie pour faire passer des entretiens.	69	13	nan	nan	abstract	concrete
P055	A	90017	ongle	Y	1.608	Distractor	Metonymy	nan	nan	Il faut environ cinq ongles de fil pour recoudre un bouton.	59	5	nan	nan	concrete	abstract
P055	A	90018	nez	Y	2.175	Distractor	Metonymy	nan	nan	Le panneau était à trois nez de son visage, mais il ne l'a pas vu.	66	3	nan	nan	concrete	abstract
P055	A	90019	cou	N	2.25	Distractor	Metonymy	nan	nan	Il s'est tricoté une écharpe longue de trois cous pour l'hiver.	63	3	nan	nan	concrete	abstract
P056	B	001	majordome	N	3.832	Novel	Metaphor	2.5925925925925926	P12	Ils ont acheté un majordome équipé de micros pour aider leur mère.	66	9	17.0	3.398058	concrete	concrete
P056	B	002	pompier	Y	101.152	Novel	Metaphor	2.5925925925925926	P12	J'ai ouvert le four et le pompier du plafond s'est mis à sonner.	64	7	17.0	3.398058	concrete	concrete
P056	B	003	acrobate	Y	3.076	Novel	Metaphor	2.5925925925925926	P12	Elle a pris l'acrobate le plus long pour nettoyer les vitres du haut.	69	8	14.0	3.398058	concrete	concrete
P056	B	004	cacahuète	Y	1.936	Novel	Metaphor	2.4814814814814814	P11	Il a étalé une cacahuète de cirage sur chaque chaussure.	56	9	18.0	4.028708	concrete	abstract
P056	B	005	cerise	Y	3.997	Novel	Metaphor	2.4814814814814814	P11	Le réparateur a mis une cerise de graisse sur la chaîne du vélo.	64	6	14.0	4.028708	concrete	abstract
P056	B	006	datte	Y	1.536	Novel	Metaphor	2.4814814814814814	P11	L'esthéticienne a appliqué une datte de cire chaude sur la peau de sa cliente.	78	5	18.0	4.028708	concrete	abstract
P056	B	007	pastèque	Y	15.882	Novel	Metaphor	2.4814814814814814	P11	Le paysan transporte des pastèques de fumier dans sa brouette.	62	8	17.0	4.028708	concrete	abstract
P056	B	008	éboulis	Y	10.051	Novel	Metaphor	2.6666666666666665	P13	Au restaurant, j'ai pris un éboulis flambé au rhum pour le dessert.	67	7	12.0	4.173913	concrete	concrete
P056	B	009	fougère	Y	2.914	Novel	Metaphor	2.6666666666666665	P13	La recette des fougères est longue et difficile à réaliser.	59	7	16.0	4.173913	concrete	concrete
P056	B	010	colline	Y	3.801	Novel	Metaphor	2.6666666666666665	P13	Au goûter, il a mangé une colline à la crème en une seule bouchée.	66	7	17.0	4.173913	concrete	concrete
P056	B	011	cyclone	Y	15.173	Novel	Metaphor	4.407407407407407	P14	Je dois affronter un cyclone de problèmes apparemment insolubles.	65	7	17.0	5.487685	abstract	abstract
P056	B	012	blizzard	Y	6.807	Novel	Metaphor	4.407407407407407	P14	Elle est à nouveau tourmentée par un blizzard de doutes.	56	8	17.0	5.487685	abstract	abstract
P056	B	013	bourrasque	Y	3.622	Novel	Metaphor	4.407407407407407	P14	À l'ouverture, une bourrasque de visiteurs s'est engouffrée dans le musée.	74	10	13.0	5.487685	abstract	abstract
P056	B	014	orage	Y	5.743	Novel	Metaphor	4.407407407407407	P14	Le projet gouvernemental a donné lieu à un orage de contestations.	66	5	13.0	5.487685	abstract	abstract
P056	B	015	épaule	Y	2.833	Novel	Metaphor	4.592592592592593	P15	Il a remplacé l'épaule du porte-manteau qui était cassée.	57	6	12.0	4.382775	concrete	concrete
P056	B	016	cheveu	Y	4.839	Novel	Metaphor	4.592592592592593	P15	À la fin de la journée, les cheveux de la serpillière étaient noirs de crasse.	78	6	11.0	4.382775	concrete	concrete
P056	B	017	tempe	Y	6.693	Novel	Metaphor	4.592592592592593	P15	Il a examiné longuement les tempes sculptées de la vieille horloge. 	67	5	16.0	4.382775	concrete	concrete
P056	B	018	corpulence	N	27.231	Novel	Metaphor	5.518518518518518	P16	Ils ont été très séduits par la corpulence de cette idéologie.	62	10	16.0	3.935644	abstract	abstract
P056	B	019	sveltesse	Y	3.265	Novel	Metaphor	5.518518518518518	P16	Personne n'avait imaginé chez cet homme une telle sveltesse d'esprit.	69	9	16.0	3.935644	abstract	abstract
P056	B	020	humidité	Y	20.971	Novel	Metaphor	5.518518518518518	P16	Au dîner, l'humidité de ses propos a mis tout le monde mal à l'aise.	68	8	21.0	3.935644	abstract	abstract
P056	B	021	insalubrité	N	3.347	Novel	Metaphor	5.518518518518518	P16	D'après ses collègues, sa mentalité est d'une insalubrité inquiétante.	70	11	12.0	3.935644	abstract	abstract
P056	B	022	parcmètre	N	3.101	Novel	Metonymy	3.0	P21	Au sous-sol, un agent balaie le parcmètre jonché d'ordures.	59	9	16.0	3.159204	concrete	concrete
P056	B	023	photocopieuse	N	44.934	Novel	Metonymy	3.0	P21	Deux ouvriers ont rénové le plafond de la photocopieuse le mois dernier.	72	13	15.0	3.159204	concrete	concrete
P056	B	024	chevalet	N	8.375	Novel	Metonymy	3.0	P21	Il a frappé à la porte du chevalet où le peintre l'attendait.	61	8	20.0	3.159204	concrete	concrete
P056	B	025	chaudière	N	23.561	Novel	Metonymy	3.0	P21	On étend le linge dans la chaudière à côté des conserves.	57	9	17.0	3.159204	concrete	concrete
P056	B	026	doigt	Y	13.537	Novel	Metonymy	3.5555555555555554	P23	Il y a des auditions régulières pour les doigts les plus doués.	63	5	11.0	3.588517	concrete	concrete
P056	B	027	poignet	Y	26.819	Novel	Metonymy	3.5555555555555554	P23	Le peintre a recruté un poignet minutieux pour l'aider à finir sa toile.	72	7	11.0	3.588517	concrete	concrete
P056	B	028	jambe	Y	5.564	Novel	Metonymy	3.5555555555555554	P23	On cherche des jambes motivées pour aller porter ce message.	60	5	13.0	3.588517	concrete	concrete
P056	B	029	ivresse	Y	2.702	Novel	Metonymy	3.1481481481481484	P22	Tous les soirs, l'ivresse s'insulte bruyamment à la sortie des bars.	68	7	8.0	4.419048	abstract	concrete
P056	B	030	laïcité	Y	3.925	Novel	Metonymy	3.1481481481481484	P22	Les politiciens s'adressent à la laïcité, encore majoritaire dans le pays.	74	7	13.0	4.419048	abstract	concrete
P056	B	031	fougue	N	2.902	Novel	Metonymy	3.1481481481481484	P22	À la sonnerie, la fougue du collège se disperse en courant.	59	6	14.0	4.419048	abstract	concrete
P056	B	032	savoir	Y	3.766	Novel	Metonymy	3.1481481481481484	P22	Ils ont invité le savoir du pays à s'exprimer sur cette question.	65	6	14.0	4.419048	abstract	concrete
P056	B	033	ablation	N	5.322	Novel	Metonymy	5.481481481481482	P26	Le chirurgien a déposé l'ablation sur la table d'opération.	59	8	15.0	4.649746	abstract	concrete
P056	B	034	broyage	N	3.541	Novel	Metonymy	5.481481481481482	P26	Ces farines animales contiennent des broyages d'origine inconnue.	65	7	14.0	4.649746	abstract	concrete
P056	B	035	perquisition	Y	14.52	Novel	Metonymy	5.481481481481482	P26	Elle a rangé les perquisitions dans des sachets hermétiques.	60	12	16.0	4.649746	abstract	concrete
P056	B	036	arrogance	N	3.484	Novel	Metonymy	4.333333333333333	P24	Il y a eu de nombreuses arrogances au cours du débat électoral.	63	9	19.0	5.423077	abstract	abstract
P056	B	037	serviabilité	N	56.111	Novel	Metonymy	4.333333333333333	P24	Ses nombreuses serviabilités ont été appréciées de tous.	56	12	15.0	5.423077	abstract	abstract
P056	B	038	sexisme	N	24.901	Novel	Metonymy	4.333333333333333	P24	Dans ce service, les sexismes à l'égard des infirmières sont très fréquents.	76	7	16.0	5.423077	abstract	abstract
P056	B	039	clémence	N	2.692	Novel	Metonymy	4.333333333333333	P24	Il a bénéficié de clémences répétées de la part de ses supérieurs.	66	8	14.0	5.423077	abstract	abstract
P056	B	040	levure	N	2.492	Novel	Metonymy	4.62962962962963	P25	La recette indique de mettre seulement la moitié d'une levure dans le cake.	75	6	15.0	4.214286	concrete	concrete
P056	B	041	lait	N	2.651	Novel	Metonymy	4.62962962962963	P25	Le matin, je bois toujours un lait avant de partir au travail.	62	4	11.0	4.214286	concrete	concrete
P056	B	042	beurre	N	2.304	Novel	Metonymy	4.62962962962963	P25	Il a incorporé tout un beurre dans la pâte du gâteau au chocolat.	65	6	12.0	4.214286	concrete	concrete
P056	B	043	mentor	N	1.949	Source	Metaphor	2.5925925925925926	P12	Recommandé par son mentor, il a facilement trouvé un poste dans l'entreprise.	77	6	17.0	3.398058	concrete	nan
P056	B	044	vigile	N	3.856	Source	Metaphor	2.5925925925925926	P12	Il travaille comme vigile dans ce magasin depuis une dizaine d'années.	70	6	14.0	3.398058	concrete	nan
P056	B	045	troubadour	N	3.45	Source	Metaphor	2.5925925925925926	P12	Ce petit livre raconte la vie des troubadours au douzième siècle.	65	10	16.0	3.398058	concrete	nan
P056	B	046	barman	N	1.683	Source	Metaphor	2.5925925925925926	P12	Ce cocktail a été inventé par le jeune barman de l'hôtel.	57	6	15.0	3.398058	concrete	nan
P056	B	047	orange	N	41.079	Source	Metaphor	2.4814814814814814	P11	Le petit garçon vend des oranges et des clémentines aux passants.	65	6	12.0	4.028708	concrete	nan
P056	B	048	pistache	N	4.047	Source	Metaphor	2.4814814814814814	P11	Pour l'apéritif, j'ai pris des pistaches et des chips au paprika.	65	8	13.0	4.028708	concrete	nan
P056	B	049	olive	N	4.253	Source	Metaphor	2.4814814814814814	P11	J'ai mis une très bonne huile d'olive dans la sauce à salade.	61	5	18.0	4.028708	concrete	nan
P056	B	050	chrysalide	N	7.063	Source	Metaphor	2.6666666666666665	P13	Un magnifique papillon est sorti de la chrysalide en quelques jours à peine.	76	10	18.0	4.173913	concrete	nan
P056	B	051	dune	N	2.264	Source	Metaphor	2.6666666666666665	P13	Ils font de la moto dans les dunes au bout de la plage.	55	4	10.0	4.173913	concrete	nan
P056	B	052	banquise	N	1.805	Source	Metaphor	2.6666666666666665	P13	Malheureusement, la banquise fond beaucoup plus vite que prévu.	63	8	15.0	4.173913	concrete	nan
P056	B	053	falaise	N	3.929	Source	Metaphor	2.6666666666666665	P13	Ce groupe de sportifs escalade des falaises dangereuses.	56	7	14.0	4.173913	concrete	nan
P056	B	054	typhon	N	12.404	Source	Metaphor	4.407407407407407	P14	Ils sont privés d'eau potable depuis le dernier typhon sur l'île.	65	6	15.0	5.487685	concrete	nan
P056	B	055	séisme	Y	6.324	Source	Metaphor	4.407407407407407	P14	Tous ces séismes peuvent être dus au changement climatique.	59	6	16.0	5.487685	concrete	nan
P056	B	056	mistral	N	2.576	Source	Metaphor	4.407407407407407	P14	Depuis quelques jours, il y a un très fort mistral sur la plaine.	65	7	11.0	5.487685	concrete	nan
P056	B	057	moustache	N	2.511	Source	Metaphor	4.592592592592593	P15	Mon collègue de bureau s'est rasé la moustache hier.	60	9	11.0	4.382775	concrete	nan
P056	B	058	trachée	N	1.953	Source	Metaphor	4.592592592592593	P15	Le chirurgien a dû pratiquer une opération de la trachée en urgence.	68	7	15.0	4.382775	concrete	nan
P056	B	059	genou	N	2.138	Source	Metaphor	4.592592592592593	P15	Elle a gardé sa fille sur ses genoux pendant tout le repas.	59	5	17.0	4.382775	concrete	nan
P056	B	060	paupière	N	3.832	Source	Metaphor	4.592592592592593	P15	Elle a soulevé sa paupière pour enlever une poussière qui la gênait.	68	8	15.0	4.382775	concrete	nan
P056	B	061	obésité	N	21.817	Source	Metaphor	5.518518518518518	P16	L'insomnie et l'obésité favorisent plusieurs maladies.	54	7	13.0	3.935644	abstract	nan
P056	B	062	étanchéité	N	3.65	Source	Metaphor	5.518518518518518	P16	Nous avons détecté un problème d'étanchéité de la porte.	56	10	14.0	3.935644	abstract	nan
P056	B	063	fluorescence	N	9.725	Source	Metaphor	5.518518518518518	P16	Même les experts sont surpris par la fluorescence de ce produit.	64	12	15.0	3.935644	abstract	nan
P056	B	064	babyfoot	N	2.541	Source	Metonymy	3.0	P21	Toute la famille a fait des parties de babyfoot pendant les vacances d'été.	75	8	15.0	3.159204	concrete	nan
P056	B	065	congélateur	N	9.88	Source	Metonymy	3.0	P21	Nous avons installé un nouveau congélateur dans la cave aujourd'hui.	68	11	15.0	3.159204	concrete	nan
P056	B	066	micro-ondes	N	1.395	Source	Metonymy	3.0	P21	J'ai réchauffé un plat végétarien au micro-ondes pour le repas de midi.	71	11	20.0	3.159204	concrete	nan
P056	B	067	sourcil	N	20.035	Source	Metonymy	3.5555555555555554	P23	Il a froncé les sourcils en entendant leurs commentaires.	57	7	15.0	3.588517	concrete	nan
P056	B	068	gorge	N	9.581	Source	Metonymy	3.5555555555555554	P23	J'ai finalement trouvé des pastilles pour la gorge à la pharmacie du coin.	74	5	13.0	3.588517	concrete	nan
P056	B	069	poing	N	2.382	Source	Metonymy	3.5555555555555554	P23	Pendant la discussion, le procureur a tapé du poing sur la table.	65	5	14.0	3.588517	concrete	nan
P056	B	070	utérus	N	2.3	Source	Metonymy	3.5555555555555554	P23	On lui a diagnostiqué un cancer du col de l'utérus il y a quelques mois.	72	6	13.0	3.588517	concrete	nan
P056	B	071	pauvreté	N	21.823	Source	Metonymy	3.1481481481481484	P22	La population de ce pays vit dans un état de pauvreté extrême.	62	8	13.0	4.419048	abstract	nan
P056	B	072	paranoïa	N	3.227	Source	Metonymy	3.1481481481481484	P22	Il vit dans la paranoïa depuis cette terrible agression.	56	8	11.0	4.419048	abstract	nan
P056	B	073	élégance	N	23.637	Source	Metonymy	3.1481481481481484	P22	Ce couturier crée des vêtements masculins alliant élégance et confort.	70	8	15.0	4.419048	abstract	nan
P056	B	074	vérification	N	2.236	Source	Metonymy	5.481481481481482	P26	Les ouvriers doivent effectuer les vérifications d'usage toutes les heures.	75	12	12.0	4.649746	abstract	nan
P056	B	075	racket	N	3.687	Source	Metonymy	5.481481481481482	P26	Ce groupe armé se finance grâce au racket des commerçants.	58	6	16.0	4.649746	abstract	nan
P056	B	076	largage	N	5.756	Source	Metonymy	5.481481481481482	P26	L'avion reprend de l'altitude après le largage des vivres sur la plage.	71	7	13.0	4.649746	abstract	nan
P056	B	077	liquidation	N	6.418	Source	Metonymy	5.481481481481482	P26	Ils ont procédé à la liquidation de l'entreprise en mars dernier.	65	11	15.0	4.649746	abstract	nan
P056	B	078	bienveillance	N	4.452	Source	Metonymy	4.333333333333333	P24	Les parents apprécient votre bienveillance envers leurs enfants.	64	13	15.0	5.423077	abstract	nan
P056	B	079	immaturité	N	2.102	Source	Metonymy	4.333333333333333	P24	Elle ne supporte plus l'immaturité de certains collègues de son service.	72	10	17.0	5.423077	abstract	nan
P056	B	080	paternalisme	Y	15.828	Source	Metonymy	4.333333333333333	P24	Le directeur fait preuve de paternalisme à l'égard des employés.	64	12	17.0	5.423077	abstract	nan
P056	B	081	vinaigre	N	1.746	Source	Metonymy	4.62962962962963	P25	On peut ajouter un peu de vinaigre pour assaisonner la salade.	62	8	12.0	4.214286	abstract	nan
P056	B	082	vanille	N	2.399	Source	Metonymy	4.62962962962963	P25	Les enfants ont pris des cornets de glace à la vanille pour le dessert.	71	7	14.0	4.214286	concrete	nan
P056	B	083	ketchup	N	1.549	Source	Metonymy	4.62962962962963	P25	Elles ont mis beaucoup de ketchup dans leurs spaghetti.	55	7	19.0	4.214286	concrete	nan
P056	B	084	sel	N	8.419	Source	Metonymy	4.62962962962963	P25	Il a cuit le poisson au four dans du gros sel pendant une heure.	64	3	14.0	4.214286	concrete	nan
P056	B	90004	chaton	NA	NA	Distractor	Metaphor	nan	nan	Il a écrit des chatons mélancoliques adressés à sa compagne.	60	6	nan	nan	concrete	abstract
P056	B	90005	ciseau	NA	NA	Distractor	Metaphor	nan	nan	En repensant au plan de sa dissertation, un ciseau lui est soudain venu.	72	6	nan	nan	concrete	abstract
P056	B	90006	gouttière	NA	NA	Distractor	Metaphor	nan	nan	Il s'est malencontreusement coupé la gouttière en se rasant ce matin.	69	9	nan	nan	concrete	concrete
P056	B	90007	chauffage	NA	NA	Distractor	Metaphor	nan	nan	Sa soeur lui a offert un chauffage en laine rouge pour Noël.	60	9	nan	nan	concrete	concrete
P056	B	90008	frontière	NA	NA	Distractor	Metaphor	nan	nan	Le musicien a composé une frontière pour cordes très peu rythmée.	65	9	nan	nan	concrete	abstract
P056	B	90009	plume	NA	NA	Distractor	Metaphor	nan	nan	Il chuchote des petites plumes à l'oreille de sa grand-mère.	60	5	nan	nan	concrete	abstract
P056	B	90010	bibelot	Y	9.601	Distractor	Metaphor	nan	nan	Elles se sont raconté deux ou trois bibelots avant de rentrer chez elles.	73	7	nan	nan	concrete	abstract
P056	B	90011	bazooka	Y	5.632	Distractor	Metaphor	nan	nan	Après avoir bu quatre bazookas, il était complètement ivre.	59	7	nan	nan	concrete	concrete
P056	B	90012	accélération	N	4.233	Distractor	Metonymy	nan	nan	J'ai fabriqué une accélération pour améliorer l'écoulement de l'eau.	68	12	nan	nan	abstract	concrete
P056	B	90013	température	N	3.126	Distractor	Metonymy	nan	nan	Le médecin a posé une température sur le muscle pour qu'il se détende.	70	11	nan	nan	abstract	concrete
P056	B	90014	adhérence	N	116.412	Distractor	Metonymy	nan	nan	On a utilisé des adhérences en plastique pour accrocher nos affiches.	69	9	nan	nan	abstract	concrete
P056	B	90015	cérémonie	Y	12.834	Distractor	Metonymy	nan	nan	Il a fait son discours devant une cérémonie très âgée.	54	9	nan	nan	abstract	concrete
P056	B	90016	contradiction	Y	2.539	Distractor	Metonymy	nan	nan	Hier, la contradiction s'est réunie pour faire passer des entretiens.	69	13	nan	nan	abstract	concrete
P056	B	90017	ongle	Y	2.922	Distractor	Metonymy	nan	nan	Il faut environ cinq ongles de fil pour recoudre un bouton.	59	5	nan	nan	concrete	abstract
P056	B	90018	nez	N	3.73	Distractor	Metonymy	nan	nan	Le panneau était à trois nez de son visage, mais il ne l'a pas vu.	66	3	nan	nan	concrete	abstract
P056	B	90019	cou	Y	3.871	Distractor	Metonymy	nan	nan	Il s'est tricoté une écharpe longue de trois cous pour l'hiver.	63	3	nan	nan	concrete	abstract
P057	A	001	troubadour	Y	2.934	Novel	Metaphor	2.5925925925925926	P12	J'ai rechargé le troubadour pour avoir de la musique sur la route.	66	10	17.0	3.398058	concrete	concrete
P057	A	002	mentor	Y	1.879	Novel	Metaphor	2.5925925925925926	P12	Il a glissé son mentor dans la valise pour le feuilleter en cas de problème.	76	6	14.0	3.398058	concrete	concrete
P057	A	003	barman	Y	1.858	Novel	Metaphor	2.5925925925925926	P12	On ne peut plus mettre d'argent dans le barman du hall.	55	6	16.0	3.398058	concrete	concrete
P057	A	004	vigile	Y	2.754	Novel	Metaphor	2.5925925925925926	P12	Elle a mis le vigile, ouvert la porte et regardé par l'entrebâillement.	71	6	15.0	3.398058	concrete	concrete
P057	A	005	orange	Y	1.57	Novel	Metaphor	2.4814814814814814	P11	Le maçon a étalé une orange de ciment entre les briques du mur.	63	6	12.0	4.028708	concrete	abstract
P057	A	006	olive	N	3.39	Novel	Metaphor	2.4814814814814814	P11	Elle s'est mis une olive de crème solaire sur chaque épaule.	60	5	13.0	4.028708	concrete	abstract
P057	A	007	pistache	Y	2.584	Novel	Metaphor	2.4814814814814814	P11	J'ai ajouté une pistache de wasabi sur le sushi avant de le manger.	67	8	18.0	4.028708	concrete	abstract
P057	A	008	chrysalide	Y	1.566	Novel	Metaphor	2.6666666666666665	P13	Le chef propose régulièrement des chrysalides aux myrtilles pour le dessert.	76	10	18.0	4.173913	concrete	concrete
P057	A	009	dune	Y	1.704	Novel	Metaphor	2.6666666666666665	P13	Il a passé sa matinée à cuisiner des dunes au chocolat.	55	4	10.0	4.173913	concrete	concrete
P057	A	010	banquise	Y	2.011	Novel	Metaphor	2.6666666666666665	P13	Elle a recouvert la banquise meringuée d'un coulis de framboise.	64	8	15.0	4.173913	concrete	concrete
P057	A	011	falaise	Y	2.074	Novel	Metaphor	2.6666666666666665	P13	J'ai encore raté mes falaises au miel le week-end dernier.	58	7	14.0	4.173913	concrete	concrete
P057	A	012	typhon	Y	1.898	Novel	Metaphor	4.407407407407407	P14	Pendant la crise, un typhon de soucis s'est abattu sur les employés.	68	6	15.0	5.487685	abstract	abstract
P057	A	013	mistral	N	2.505	Novel	Metaphor	4.407407407407407	P14	Le scandale a été suivi d'un mistral de polémiques interminables.	65	7	16.0	5.487685	abstract	abstract
P057	A	014	séisme	N	2.489	Novel	Metaphor	4.407407407407407	P14	Le pays a connu un séisme de mouvements sociaux cette année.	60	6	11.0	5.487685	abstract	abstract
P057	A	015	genou	N	1.958	Novel	Metaphor	4.592592592592593	P15	À première vue, le genou du parasol est sérieusement endommagé.	63	5	11.0	4.382775	concrete	concrete
P057	A	016	moustache	Y	2.477	Novel	Metaphor	4.592592592592593	P15	Tous les matins, le concierge nettoie la moustache du balai.	60	9	15.0	4.382775	concrete	concrete
P057	A	017	trachée	Y	2.395	Novel	Metaphor	4.592592592592593	P15	Des résidus de calcaire obstruent encore la trachée de la chaudière.	68	7	17.0	4.382775	concrete	concrete
P057	A	018	paupière	Y	3.557	Novel	Metaphor	4.592592592592593	P15	En nettoyant l'appareil photo, il a rayé la paupière de l'objectif.	67	8	15.0	4.382775	concrete	concrete
P057	A	019	obésité	Y	1.588	Novel	Metaphor	5.518518518518518	P16	Il a prononcé un discours d'une obésité insupportable.	54	7	13.0	3.935644	abstract	abstract
P057	A	020	étanchéité	Y	1.675	Novel	Metaphor	5.518518518518518	P16	J'ai toujours été sidéré par l'étanchéité de sa mémoire.	56	10	14.0	3.935644	abstract	abstract
P057	A	021	fluorescence	Y	1.984	Novel	Metaphor	5.518518518518518	P16	Il y a beaucoup de fluorescence dans les idées de ce jeune homme.	65	12	15.0	3.935644	abstract	abstract
P057	A	022	congélateur	Y	2.094	Novel	Metonymy	3.0	P21	Je suis descendu au congélateur, mais son sol était encore glissant.	68	11	15.0	3.159204	concrete	concrete
P057	A	023	micro-ondes	Y	2.2	Novel	Metonymy	3.0	P21	À l'institut, le micro-ondes donne accès à une cour où on peut fumer.	69	11	15.0	3.159204	concrete	concrete
P057	A	024	babyfoot	N	2.267	Novel	Metonymy	3.0	P21	L'entreprise dispose d'un babyfoot ensoleillé pour les pauses des salariés.	75	8	20.0	3.159204	concrete	concrete
P057	A	025	sourcil	Y	1.304	Novel	Metonymy	3.5555555555555554	P23	Les dossiers sont examinés par des sourcils expérimentés.	57	7	15.0	3.588517	concrete	concrete
P057	A	026	poing	N	2.505	Novel	Metonymy	3.5555555555555554	P23	Notre championnat voit s'affronter les poings les plus audacieux.	65	5	13.0	3.588517	concrete	concrete
P057	A	027	utérus	Y	2.891	Novel	Metonymy	3.5555555555555554	P23	Ce couple a engagé un utérus indien qui devrait s'installer en Europe.	70	6	14.0	3.588517	concrete	concrete
P057	A	028	gorge	N	1.79	Novel	Metonymy	3.5555555555555554	P23	La chorale cherche deux gorges puissantes pour compléter ses effectifs.	71	5	13.0	3.588517	concrete	concrete
P057	A	029	élégance	N	1.743	Novel	Metonymy	3.1481481481481484	P22	Ce soir, l'élégance parisienne est venue en nombre assister au défilé.	70	8	13.0	4.419048	abstract	concrete
P057	A	030	pauvreté	Y	3.111	Novel	Metonymy	3.1481481481481484	P22	L'état souhaite aider la pauvreté à subvenir à ses besoins.	59	8	11.0	4.419048	abstract	concrete
P057	A	031	paranoïa	Y	1.64	Novel	Metonymy	3.1481481481481484	P22	Toute la paranoïa du pays a voté pour le même candidat.	55	8	15.0	4.419048	abstract	concrete
P057	A	032	vérification	N	3.319	Novel	Metonymy	5.481481481481482	P26	Elle a déposé les vérifications sur un plateau pour les envoyer à l'atelier.	76	12	12.0	4.649746	abstract	concrete
P057	A	033	largage	N	2.629	Novel	Metonymy	5.481481481481482	P26	La population affamée s'est emparée du largage dispersé sur la plage.	69	7	16.0	4.649746	abstract	concrete
P057	A	034	liquidation	Y	3.722	Novel	Metonymy	5.481481481481482	P26	Je regrette d'avoir acheté des liquidations de mauvaise qualité.	64	11	13.0	4.649746	abstract	concrete
P057	A	035	racket	N	2.824	Novel	Metonymy	5.481481481481482	P26	On a trouvé dans leur sac un racket de plus de mille euros.	59	6	15.0	4.649746	abstract	concrete
